,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
FireWrap® Grip Kit Yellow,07/26/2021,Sales Receipt,5825,,"FIREWRAP® GRIP KIT
Color: Yellow",8,24.99  ,199.92  ,"16,570.65  "
FireWrap® Grip Kit Yellow,08/05/2021,Sales Receipt,5859,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"16,595.64  "
FireWrap® Grip Kit Yellow,08/09/2021,Sales Receipt,5886,,"FIREWRAP® GRIP KIT
Color: Yellow",4,24.99  ,99.96  ,"16,695.60  "
FireWrap® Grip Kit Yellow,08/14/2021,Sales Receipt,5913,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"16,720.59  "
FireWrap® Grip Kit Yellow,08/15/2021,Sales Receipt,5923,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"16,745.58  "
FireWrap® Grip Kit Yellow,08/16/2021,Sales Receipt,5928,,"FIREWRAP® GRIP KIT
Color: Yellow",5,24.99  ,124.95  ,"16,870.53  "
FireWrap® Grip Kit Yellow,08/17/2021,Invoice,M-081221-001,,FireWrap® Grip Kit Yellow,2,18.75  ,37.50  ,"16,908.03  "
FireWrap® Grip Kit Yellow,08/21/2021,Sales Receipt,5951,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"16,933.02  "
FireWrap® Grip Kit Yellow,08/25/2021,Sales Receipt,5976,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"16,958.01  "
FireWrap® Grip Kit Yellow,09/01/2021,Sales Receipt,6027,,"FIREWRAP® GRIP KIT
Color: Yellow",3,24.99  ,74.97  ,"17,032.98  "
FireWrap® Grip Kit Yellow,09/05/2021,Sales Receipt,6044,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"17,057.97  "
FireWrap® Grip Kit Yellow,09/19/2021,Sales Receipt,6110,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.99  ,24.99  ,"17,082.96  "
FireWrap® Grip Kit Yellow,09/23/2021,Sales Receipt,6145,,"FIREWRAP® GRIP KIT
Color: Yellow",4,19.99  ,79.96  ,"17,162.92  "
FireWrap® Grip Kit Yellow,09/26/2021,Sales Receipt,6164,,"FIREWRAP® GRIP KIT
Color: Yellow",1,19.99  ,19.99  ,"17,182.91  "
FireWrap® Grip Kit Yellow,10/05/2021,Sales Receipt,6240,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,207.86  "
FireWrap® Grip Kit Yellow,10/09/2021,Sales Receipt,6269,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,232.81  "
FireWrap® Grip Kit Yellow,10/11/2021,Sales Receipt,6276,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,257.76  "
FireWrap® Grip Kit Yellow,10/25/2021,Sales Receipt,6364,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,282.71  "
FireWrap® Grip Kit Yellow,11/09/2021,Sales Receipt,6452,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,307.66  "
FireWrap® Grip Kit Yellow,11/18/2021,Sales Receipt,6530,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,332.61  "
FireWrap® Grip Kit Yellow,11/19/2021,Sales Receipt,6539,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,357.56  "
FireWrap® Grip Kit Yellow,11/26/2021,Sales Receipt,6597,,"FIREWRAP® GRIP KIT
Color: Yellow",2,19.99  ,39.98  ,"17,397.54  "
FireWrap® Grip Kit Yellow,12/06/2021,Sales Receipt,6681,,"FIREWRAP® GRIP KIT
Color: Yellow",3,24.95  ,74.85  ,"17,472.39  "
FireWrap® Grip Kit Yellow,12/07/2021,Sales Receipt,6690,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,497.34  "
FireWrap® Grip Kit Yellow,12/13/2021,Sales Receipt,6735,,"FIREWRAP® GRIP KIT
Color: Yellow",2,24.95  ,49.90  ,"17,547.24  "
FireWrap® Grip Kit Yellow,12/26/2021,Sales Receipt,6835,,"FIREWRAP® GRIP KIT
Color: Yellow",2,24.95  ,49.90  ,"17,597.14  "
FireWrap® Grip Kit Yellow,12/30/2021,Sales Receipt,6863,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,622.09  "
FireWrap® Grip Kit Yellow,01/11/2022,Sales Receipt,6978,,"FIREWRAP® GRIP KIT
Color: Yellow",10,24.95  ,249.50  ,"17,871.59  "
FireWrap® Grip Kit Yellow,01/13/2022,Sales Receipt,6996,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,896.54  "
FireWrap® Grip Kit Yellow,01/21/2022,Sales Receipt,7058,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"17,921.49  "
FireWrap® Grip Kit Yellow,01/25/2022,Sales Receipt,7092,,"FIREWRAP® GRIP KIT
Color: Yellow",2,24.95  ,49.90  ,"17,971.39  "
FireWrap® Grip Kit Yellow,01/27/2022,Sales Receipt,7112,,"FIREWRAP® GRIP KIT
Color: Yellow",4,24.95  ,99.80  ,"18,071.19  "
FireWrap® Grip Kit Yellow,01/29/2022,Sales Receipt,7142,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"18,096.14  "
FireWrap® Grip Kit Yellow,01/29/2022,Sales Receipt,7144,,"FIREWRAP® GRIP KIT
Color: Yellow",1,24.95  ,24.95  ,"18,121.09  "
FireWrap® Grip Kit Yellow,02/02/2022,Sales Receipt,7180,,"FIREWRAP® GRIP KIT
Color: Yellow",3,24.95  ,74.85  ,"18,195.94  "
FireWrap® Grip Kit Yellow,02/09/2022,Sales Receipt,7247,,"FIREWRAP® GRIP KIT
Color: Yellow",6,27.95  ,167.70  ,"18,363.64  "
FireWrap® Grip Kit Yellow,02/10/2022,Sales Receipt,7256,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"18,419.54  "
FireWrap® Grip Kit Yellow,02/11/2022,Sales Receipt,7267,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,447.49  "
FireWrap® Grip Kit Yellow,02/13/2022,Sales Receipt,7283,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,475.44  "
FireWrap® Grip Kit Yellow,02/22/2022,Sales Receipt,7360,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,503.39  "
FireWrap® Grip Kit Yellow,02/25/2022,Sales Receipt,7388,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,531.34  "
FireWrap® Grip Kit Yellow,02/27/2022,Sales Receipt,7412,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,559.29  "
FireWrap® Grip Kit Yellow,03/04/2022,Sales Receipt,7466,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,587.24  "
FireWrap® Grip Kit Yellow,03/05/2022,Sales Receipt,7473,,"FIREWRAP® GRIP KIT
Color: Yellow",8,27.95  ,223.60  ,"18,810.84  "
FireWrap® Grip Kit Yellow,03/07/2022,Sales Receipt,7497,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,838.79  "
FireWrap® Grip Kit Yellow,03/12/2022,Sales Receipt,7524,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"18,866.74  "
FireWrap® Grip Kit Yellow,03/29/2022,Sales Receipt,7651,,"FIREWRAP® GRIP KIT
Color: Yellow",3,27.95  ,83.85  ,"18,950.59  "
FireWrap® Grip Kit Yellow,04/08/2022,Sales Receipt,7716,,"FIREWRAP® GRIP KIT
Color: Yellow",4,27.95  ,111.80  ,"19,062.39  "
FireWrap® Grip Kit Yellow,04/09/2022,Sales Receipt,7722,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,090.34  "
FireWrap® Grip Kit Yellow,04/22/2022,Sales Receipt,7794,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,118.29  "
FireWrap® Grip Kit Yellow,04/24/2022,Sales Receipt,7808,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,146.24  "
FireWrap® Grip Kit Yellow,04/26/2022,Sales Receipt,7819,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,174.19  "
FireWrap® Grip Kit Yellow,04/29/2022,Sales Receipt,7842,,"FIREWRAP® GRIP KIT
Color: Yellow",2,22.95  ,45.90  ,"19,220.09  "
FireWrap® Grip Kit Yellow,05/05/2022,Sales Receipt,7909,,"FIREWRAP® GRIP KIT
Color: Yellow",1,22.95  ,22.95  ,"19,243.04  "
FireWrap® Grip Kit Yellow,05/08/2022,Sales Receipt,7923,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,270.99  "
FireWrap® Grip Kit Yellow,05/17/2022,Sales Receipt,7967,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"19,326.89  "
FireWrap® Grip Kit Yellow,05/17/2022,Sales Receipt,7965,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,354.84  "
FireWrap® Grip Kit Yellow,06/03/2022,Sales Receipt,8049,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"19,410.74  "
FireWrap® Grip Kit Yellow,06/05/2022,Sales Receipt,8055,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,438.69  "
FireWrap® Grip Kit Yellow,06/07/2022,Sales Receipt,8064,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,466.64  "
FireWrap® Grip Kit Yellow,06/09/2022,Sales Receipt,8086,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"19,494.59  "
FireWrap® Grip Kit Yellow,06/13/2022,Sales Receipt,8114,,"FIREWRAP® GRIP KIT
Color: Yellow",3,27.95  ,83.85  ,"19,578.44  "
FireWrap® Grip Kit Yellow,06/15/2022,Sales Receipt,8127,,"FIREWRAP® GRIP KIT
Color: Yellow",12,27.95  ,335.40  ,"19,913.84  "
FireWrap® Grip Kit Yellow,06/20/2022,Invoice,8161,,FireWrap® Grip Kit Yellow,1,27.95  ,27.95  ,"19,941.79  "
FireWrap® Grip Kit Yellow,06/27/2022,Sales Receipt,8187,,"FIREWRAP® GRIP KIT
Color: Yellow",3,27.95  ,83.85  ,"20,025.64  "
FireWrap® Grip Kit Yellow,07/14/2022,Sales Receipt,8300,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"20,053.59  "
FireWrap® Grip Kit Yellow,07/14/2022,Sales Receipt,8297,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"20,081.54  "
FireWrap® Grip Kit Yellow,07/19/2022,Sales Receipt,8323,,"FIREWRAP® GRIP KIT
Color: Yellow",4,27.95  ,111.80  ,"20,193.34  "
FireWrap® Grip Kit Yellow,07/23/2022,Sales Receipt,8348,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"20,221.29  "
FireWrap® Grip Kit Yellow,07/25/2022,Refund,R-8161,,FireWrap® Grip Kit Yellow,-1,27.95  ,-27.95  ,"20,193.34  "
FireWrap® Grip Kit Yellow,07/30/2022,Sales Receipt,8400,,"FIREWRAP® GRIP KIT
Color: Yellow",3,27.95  ,83.85  ,"20,277.19  "
FireWrap® Grip Kit Yellow,08/01/2022,Sales Receipt,8408,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"20,333.09  "
FireWrap® Grip Kit Yellow,08/02/2022,Sales Receipt,8414,,"FIREWRAP® GRIP KIT
Color: Yellow",8,27.95  ,223.60  ,"20,556.69  "
FireWrap® Grip Kit Yellow,08/08/2022,Sales Receipt,8445,,"FIREWRAP® GRIP KIT
Color: Yellow",5,27.95  ,139.75  ,"20,696.44  "
FireWrap® Grip Kit Yellow,08/12/2022,Sales Receipt,8473,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"20,724.39  "
FireWrap® Grip Kit Yellow,08/18/2022,Sales Receipt,8512,,"FIREWRAP® GRIP KIT
Color: Yellow",4,27.95  ,111.80  ,"20,836.19  "
FireWrap® Grip Kit Yellow,08/22/2022,Sales Receipt,8539,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"20,864.14  "
FireWrap® Grip Kit Yellow,08/30/2022,Sales Receipt,8588,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"20,892.09  "
FireWrap® Grip Kit Yellow,09/06/2022,Sales Receipt,8636,,"FIREWRAP® GRIP KIT
Color: Yellow",4,27.95  ,111.80  ,"21,003.89  "
FireWrap® Grip Kit Yellow,09/17/2022,Sales Receipt,8700,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"21,031.84  "
FireWrap® Grip Kit Yellow,09/26/2022,Sales Receipt,8753,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"21,059.79  "
FireWrap® Grip Kit Yellow,10/03/2022,Sales Receipt,8829,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"21,087.74  "
FireWrap® Grip Kit Yellow,10/20/2022,Sales Receipt,8946,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"21,143.64  "
FireWrap® Grip Kit Yellow,10/21/2022,Sales Receipt,8959,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"21,171.59  "
FireWrap® Grip Kit Yellow,11/10/2022,Sales Receipt,M-113-0984600-2732217,,FireWrap® Grip Kit - Yellow,1,28.95  ,28.95  ,"21,200.54  "
FireWrap® Grip Kit Yellow,11/15/2022,Sales Receipt,M-111-9048431-3236263,,FireWrap® Grip Kit - Yellow,1,28.95  ,28.95  ,"21,229.49  "
FireWrap® Grip Kit Yellow,11/24/2022,Sales Receipt,9153,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"21,285.39  "
FireWrap® Grip Kit Yellow,11/28/2022,Sales Receipt,9200,,"FIREWRAP® GRIP KIT
Color: Yellow",6,27.95  ,167.70  ,"21,453.09  "
FireWrap® Grip Kit Yellow,11/28/2022,Sales Receipt,9202,,"FIREWRAP® GRIP KIT
Color: Yellow",10,27.95  ,279.50  ,"21,732.59  "
FireWrap® Grip Kit Yellow,11/28/2022,Sales Receipt,9197,,"FIREWRAP® GRIP KIT
Color: Yellow",7,27.95  ,195.65  ,"21,928.24  "
FireWrap® Grip Kit Yellow,11/30/2022,Sales Receipt,M-114-8106992-1417852,,FireWrap® Grip Kit - Yellow,1,28.95  ,28.95  ,"21,957.19  "
FireWrap® Grip Kit Yellow,12/03/2022,Sales Receipt,M-113-2927290-1983463,,FireWrap® Grip Kit - Yellow,1,28.95  ,28.95  ,"21,986.14  "
FireWrap® Grip Kit Yellow,12/07/2022,Sales Receipt,9276,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"22,014.09  "
FireWrap® Grip Kit Yellow,12/08/2022,Sales Receipt,9277,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"22,042.04  "
FireWrap® Grip Kit Yellow,12/14/2022,Sales Receipt,9324,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"22,069.99  "
FireWrap® Grip Kit Yellow,12/15/2022,Sales Receipt,9329,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"22,097.94  "
FireWrap® Grip Kit Yellow,12/26/2022,Sales Receipt,9398,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"22,125.89  "
FireWrap® Grip Kit Yellow,12/27/2022,Sales Receipt,9403,,"FIREWRAP® GRIP KIT
Color: Yellow",1,27.95  ,27.95  ,"22,153.84  "
FireWrap® Grip Kit Yellow,01/02/2023,Sales Receipt,M-111-9610982-1768243,,FireWrap® Grip Kit - Yellow,1,28.95  ,28.95  ,"22,182.79  "
FireWrap® Grip Kit Yellow,01/05/2023,Sales Receipt,M-113-5667766-0645026,,FireWrap® Grip Kit - Yellow,1,28.95  ,28.95  ,"22,211.74  "
FireWrap® Grip Kit Yellow,01/06/2023,Sales Receipt,9464,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"22,267.64  "
FireWrap® Grip Kit Yellow,01/06/2023,Sales Receipt,9465,,"FIREWRAP® GRIP KIT
Color: Yellow",2,27.95  ,55.90  ,"22,323.54  "
Total for FireWrap® Grip Kit Yellow,,,,,,868,,"$	22,323.54  ",
FireWrap® Grip Kit GLOW - Aqua,,,,,,,,,
FireWrap® Grip Kit GLOW - Aqua,03/26/2021,Invoice,M-032621-014,,FIREWRAP® GRIP KIT	GLOW Aqua,1,28.50  ,28.50  ,28.50  
FireWrap® Grip Kit GLOW - Aqua,07/13/2021,Invoice,M-071321-001,,FIREWRAP® GRIP KIT	GLOW Aqua,3,28.50  ,85.50  ,114.00  
FireWrap® Grip Kit GLOW - Aqua,10/27/2021,Invoice,M-102721-005,,FIREWRAP® GRIP KIT	GLOW Aqua,1,28.50  ,28.50  ,142.50  
FireWrap® Grip Kit GLOW - Aqua,12/02/2021,Invoice,M-120221-001,,FIREWRAP® GRIP KIT	GLOW Aqua,1,32.99  ,32.99  ,175.49  
FireWrap® Grip Kit GLOW - Aqua,12/03/2021,Invoice,M-120321-001,,FIREWRAP® GRIP KIT	GLOW Aqua,2,28.50  ,57.00  ,232.49  
FireWrap® Grip Kit GLOW - Aqua,12/22/2021,Invoice,M-122221-001,,FIREWRAP® GRIP KIT	GLOW Aqua,1,28.50  ,28.50  ,260.99  
FireWrap® Grip Kit GLOW - Aqua,12/28/2021,Invoice,M-122821-001,,FIREWRAP® GRIP KIT	GLOW Aqua,2,28.50  ,57.00  ,317.99  
FireWrap® Grip Kit GLOW - Aqua,01/12/2022,Invoice,M-011222-004,,FIREWRAP® GRIP KIT	GLOW Aqua,2,28.50  ,57.00  ,374.99  
FireWrap® Grip Kit GLOW - Aqua,02/04/2022,Invoice,M-020422-001,,FIREWRAP® GRIP KIT	GLOW Aqua,7,31.50  ,220.50  ,595.49  
FireWrap® Grip Kit GLOW - Aqua,02/22/2022,Invoice,M-022122-005,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,626.99  
FireWrap® Grip Kit GLOW - Aqua,03/04/2022,Invoice,M-030422-004,,FIREWRAP® GRIP KIT	GLOW Aqua,3,31.50  ,94.50  ,721.49  
FireWrap® Grip Kit GLOW - Aqua,03/11/2022,Invoice,M-031122-004,,FIREWRAP® GRIP KIT	GLOW Aqua,8,37.95  ,303.60  ,"1,025.09  "
FireWrap® Grip Kit GLOW - Aqua,04/09/2022,Invoice,M-040922-001,,FIREWRAP® GRIP KIT	GLOW Aqua - UPGRADE FOR TSR FIRE MAUL,1,12.95  ,12.95  ,"1,038.04  "
FireWrap® Grip Kit GLOW - Aqua,05/03/2022,Invoice,M-030122-003,,FIREWRAP® GRIP KIT	GLOW Aqua,2,26.00  ,52.00  ,"1,090.04  "
FireWrap® Grip Kit GLOW - Aqua,05/10/2022,Invoice,M-050322-005,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,"1,121.54  "
FireWrap® Grip Kit GLOW - Aqua,05/10/2022,Invoice,M-050322-006,,FIREWRAP® GRIP KIT	GLOW Aqua,4,31.50  ,126.00  ,"1,247.54  "
FireWrap® Grip Kit GLOW - Aqua,05/31/2022,Invoice,M-053122-002,,FIREWRAP® GRIP KIT	GLOW Aqua,7,26.00  ,182.00  ,"1,429.54  "
FireWrap® Grip Kit GLOW - Aqua,06/10/2022,Invoice,M-061022-009,,FIREWRAP® GRIP KIT	GLOW Aqua,2,31.50  ,63.00  ,"1,492.54  "
FireWrap® Grip Kit GLOW - Aqua,07/12/2022,Invoice,M-071222-004,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,"1,524.04  "
FireWrap® Grip Kit GLOW - Aqua,08/08/2022,Invoice,M-080822-005,,FIREWRAP® GRIP KIT	GLOW Aqua,6,31.50  ,189.00  ,"1,713.04  "
FireWrap® Grip Kit GLOW - Aqua,08/09/2022,Invoice,M-080922-001,,FIREWRAP® GRIP KIT	GLOW Aqua,8,31.50  ,252.00  ,"1,965.04  "
FireWrap® Grip Kit GLOW - Aqua,09/08/2022,Invoice,M-082522-003,,FIREWRAP® GRIP KIT	GLOW Aqua,2,31.50  ,63.00  ,"2,028.04  "
FireWrap® Grip Kit GLOW - Aqua,09/13/2022,Invoice,M-091322-001,,FIREWRAP® GRIP KIT	GLOW Aqua,2,31.50  ,63.00  ,"2,091.04  "
FireWrap® Grip Kit GLOW - Aqua,09/15/2022,Invoice,M-090722-002B,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,"2,122.54  "
FireWrap® Grip Kit GLOW - Aqua,10/31/2022,Invoice,M-110122-001,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,"2,154.04  "
FireWrap® Grip Kit GLOW - Aqua,10/31/2022,Invoice,M-103122-002,,FIREWRAP® GRIP KIT	GLOW Aqua,5,31.50  ,157.50  ,"2,311.54  "
FireWrap® Grip Kit GLOW - Aqua,12/13/2022,Invoice,M-121322-001,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,"2,343.04  "
FireWrap® Grip Kit GLOW - Aqua,01/10/2023,Invoice,M-011023-001,,FIREWRAP® GRIP KIT	GLOW Aqua,1,31.50  ,31.50  ,"2,374.54  "
Total for FireWrap® Grip Kit GLOW - Aqua,,,,,,77,,"$	2,374.54  ",
FireWrap® Grip Kit GLOW - Green ( 927 ),,,,,,,,,
FireWrap® Grip Kit GLOW - Green ( 927 ),03/26/2021,Invoice,M-032621-006,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,28.50  
FireWrap® Grip Kit GLOW - Green ( 927 ),03/26/2021,Invoice,M-032621-014,,FIREWRAP® GRIP KIT	GLOW Green,3,28.50  ,85.50  ,114.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),03/26/2021,Invoice,M-032621-012,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,171.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),03/27/2021,Invoice,M-032721-001,,FIREWRAP® GRIP KIT	GLOW Green,3,28.50  ,85.50  ,256.50  
FireWrap® Grip Kit GLOW - Green ( 927 ),03/27/2021,Invoice,M-032721-006,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,313.50  
FireWrap® Grip Kit GLOW - Green ( 927 ),03/30/2021,Invoice,M-033021-006,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,342.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),03/30/2021,Invoice,M-033021-008,,FIREWRAP® GRIP KIT	GLOW Green,4,28.50  ,114.00  ,456.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),04/07/2021,Invoice,M-040721-003,,FIREWRAP® GRIP KIT	GLOW Green,4,28.50  ,114.00  ,570.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),04/13/2021,Invoice,M-041321-009,,FIREWRAP® GRIP KIT	GLOW Green,6,28.50  ,171.00  ,741.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),05/03/2021,Invoice,M-050321-003,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,798.00  
FireWrap® Grip Kit GLOW - Green ( 927 ),05/20/2021,Invoice,M-052021-001,,FIREWRAP® GRIP KIT	GLOW Green,5,28.50  ,142.50  ,940.50  
FireWrap® Grip Kit GLOW - Green ( 927 ),06/10/2021,Invoice,M-061021-001,,FIREWRAP® GRIP KIT	GLOW Green,32,28.50  ,912.00  ,"1,852.50  "
FireWrap® Grip Kit GLOW - Green ( 927 ),06/16/2021,Invoice,M-061621-001,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,"1,881.00  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/13/2021,Invoice,M-071321-001,,FIREWRAP® GRIP KIT	GLOW Green,4,28.50  ,114.00  ,"1,995.00  "
FireWrap® Grip Kit GLOW - Green ( 927 ),07/26/2021,Invoice,M-072621-002,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,"2,052.00  "
FireWrap® Grip Kit GLOW - Green ( 927 ),08/17/2021,Invoice,M-081221-001,,FIREWRAP® GRIP KIT	GLOW Green,4,37.95  ,151.80  ,"2,203.80  "
FireWrap® Grip Kit GLOW - Green ( 927 ),09/07/2021,Invoice,M-090721-002,,FIREWRAP® GRIP KIT	GLOW Green,4,28.50  ,114.00  ,"2,317.80  "
FireWrap® Grip Kit GLOW - Green ( 927 ),10/13/2021,Invoice,M-101221-002-B,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,"2,374.80  "
FireWrap® Grip Kit GLOW - Green ( 927 ),11/02/2021,Invoice,M-110221-001,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,"2,403.30  "
FireWrap® Grip Kit GLOW - Green ( 927 ),12/02/2021,Invoice,M-120221-001,,FIREWRAP® GRIP KIT	GLOW Green,2,32.99  ,65.98  ,"2,469.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),01/04/2022,Invoice,M-010422-001,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,"2,497.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),01/04/2022,Invoice,M-010422-003,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,"2,554.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),01/04/2022,Invoice,M-010422-002,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,"2,583.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),01/11/2022,Invoice,M-011122-002,,FIREWRAP® GRIP KIT	GLOW Green,1,28.50  ,28.50  ,"2,611.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),01/12/2022,Invoice,M-011222-004,,FIREWRAP® GRIP KIT	GLOW Green,2,28.50  ,57.00  ,"2,668.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),02/01/2022,Invoice,M-020122-004,,FIREWRAP® GRIP KIT	GLOW Green,10,37.90  ,379.00  ,"3,047.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),02/04/2022,Invoice,M-020422-001,,FIREWRAP® GRIP KIT	GLOW Green,6,31.50  ,189.00  ,"3,236.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),02/22/2022,Invoice,M-022122-005,,FIREWRAP® GRIP KIT	GLOW Green,3,31.50  ,94.50  ,"3,331.28  "
FireWrap® Grip Kit GLOW - Green ( 927 ),03/04/2022,Invoice,M-030422-004,,FIREWRAP® GRIP KIT	GLOW Green,1,31.50  ,31.50  ,"3,362.78  "
FireWrap® Grip Kit GLOW - Green ( 927 ),03/11/2022,Invoice,M-031122-004,,FIREWRAP® GRIP KIT	GLOW Green,4,31.50  ,126.00  ,"3,488.78  "
